Employee Number,Decimal Number
208440,17.00
208903,155.08
208903,.00
208903,220.00
208903,40.00
208903,.00
208903,15.00
208903,.00
208903,7.00
208903,147.10
208903,40.00
207414,599.82
207414,16.00
207414,56.00
207414,317.80
207414,.00
207414,40.00
207414,.00
207414,.00
207414,.00
207414,.00
207414,460.93
207414,40.00
207216,273.81
207216,65.20
207216,13.00
207216,.00
207216,273.00
207216,.00
207216,16.00
207216,.00
207216,.16
207216,4.00
207216,11.80
207216,40.00
209130,.00
209130,40.50
209130,.00
209130,7.00
209130,.00
209130,12.00
209130,40.70
208061,97.00
208061,130.54
208061,35.00
208061,44.00
208061,5.00
208061,49.00
208061,16.00
208061,.00
208061,1.00
208061,25.24
208061,.00
208061,688.51
208061,16.00
208061,56.00
208061,317.80
208061,523.11
208061,270.00
208061,631.00
208061,795.00
208061,118.00
208061,248.00
208061,.16
208061,171.00
208061,995.15
208061,336.00
208715,207.68
208715,.50
208715,.00
208715,.00
208715,16.00
208715,.00
208715,11.00
208715,256.84
208715,27.00
208722,15.40
208722,.00
208722,.00
208722,14.00
208722,.00
208722,12.00
208722,18.50
208722,223.08
208722,.50
208722,30.00
208722,23.00
208722,275.34
208722,27.00
209069,55.74
209069,.00
209069,.00
209069,6.00
209069,.00
209069,7.00
209069,40.30
208939,12.65
208939,6.00
208939,40.00
208939,.00
208939,.00
208939,.00
208939,13.00
208939,101.15
208939,40.00
207841,128.30
207841,239.21
207841,40.00
207841,62.00
207841,213.00
207841,51.00
207841,.00
207841,.00
207841,13.00
207841,65.30
207841,40.00
209155,18.48
209155,.00
209155,.00
209155,14.00
209155,.00
209155,12.00
209155,22.20
208121,342.37
208121,.00
208121,.00
208121,80.00
208121,.00
208121,16.00
208121,.00
208121,596.65
208121,.00
208121,620.61
208121,16.00
208121,56.00
208121,216.70
208121,.00
208121,30.00
208121,35.00
208121,.00
208121,8.00
208121,.00
208121,.00
208121,.00
208121,24.00
208121,586.11
208121,8.00
209008,74.02
209008,12.00
209008,40.00
209008,.00
209008,16.00
209008,.00
209008,13.00
209008,38.70
209008,40.00
201081,32.00
201081,.00
201081,.00
208743,66.09
208743,232.50
208743,.00
208743,480.00
208743,4.00
208743,8.00
208743,.00
208743,15.00
208743,179.05
208743,18.00
208743,318.26
208743,16.00
208743,56.00
208743,32.00
208743,216.70
208743,489.71
208743,150.00
208743,177.00
208743,693.00
208743,63.00
208743,60.00
208743,97.00
208743,629.46
208743,146.00
208623,55.91
208623,.25
208623,31.00
208623,.00
208623,16.00
208623,.00
208623,8.00
208623,179.80
208623,40.00
203998,553.47
203998,240.00
203998,40.00
203998,.00
203998,.00
203998,16.00
203998,.00
203998,.06
203998,12.00
203998,935.95
203998,40.00
208884,24.44
208884,.00
208884,.00
208884,.00
208884,16.00
208884,43.03
208884,12.00
208884,633.82
208884,240.25
208884,71.00
208884,48.00
208884,.06
208884,20.00
208884,158.78
208884,92.00
208884,930.25
208884,80.00
208884,038.50
208884,830.00
208884,46.20
208884,526.00
208884,607.35
208884,398.46
208884,520.15
208884,058.48
208884,216.44
208884,609.40
208884,9.00
208884,391.38
208884,202.11
208884,721.96
208884,259.00
208884,.23
208884,924.00
208884,295.26
208884,569.10
208884,436.63
208884,150.44
208884,595.55
208884,903.85
208884,656.15
